Table S7. Ohnolog pairs identified using different outgroups,,,,,,,,,,,
Ohnolog1,chr_ohno1,Position1,Ohnolog2,chr_ohno2,Position2,C_int,C_sav,Amphi,Sea_u,Fly,Worm
ENSG00000133216,1,22909918,ENSG00000135333,6,94185993,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000179546,1,23393809,ENSG00000135312,6,78229900,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000179546,1,23393809,ENSG00000168830,6,87703975,Ohno,None,Ohno,Ohno,None,Ohno
ENSG00000125944,1,23543440,ENSG00000135316,6,86409746,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000007968,1,23730300,ENSG00000112242,6,20510377,None,None,Ohno,None,None,None
ENSG00000117318,1,23758570,ENSG00000172201,6,19945596,None,None,Ohno,None,None,None
ENSG00000117305,1,24025264,ENSG00000146151,6,55551971,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000179163,1,24067408,ENSG00000001036,6,143874556,None,None,None,None,Ohno,Ohno
ENSG00000188822,1,24112404,ENSG00000118432,6,88932385,None,Ohno,Ohno,None,None,None
ENSG00000188529,1,24179408,ENSG00000154548,6,89884519,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000117602,1,24701974,ENSG00000172348,6,46567668,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000169504,1,24944435,ENSG00000112782,6,46155938,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000020633,1,25164088,ENSG00000124813,6,45404032,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000117643,1,25816546,ENSG00000111885,6,119712625,None,Ohno,None,Ohno,Ohno,None
ENSG00000182749,1,26070331,ENSG00000170915,6,52334895,Ohno,Ohno,None,Ohno,None,Ohno
ENSG00000158006,1,26197235,ENSG00000146070,6,46811069,Ohno,Ohno,Ohno,Ohno,None,Ohno
ENSG00000142675,1,26376590,ENSG00000153721,6,154873445,None,None,None,None,None,Ohno
ENSG00000130695,1,26433280,ENSG00000111860,6,119137924,Ohno,Ohno,Ohno,None,None,None
ENSG00000142669,1,26478833,ENSG00000198478,6,80397739,None,None,None,None,None,Ohno
ENSG00000131914,1,26609856,ENSG00000187772,6,105511616,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000117676,1,26728836,ENSG00000071242,6,167195648,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000117713,1,26895109,ENSG00000049618,6,157140756,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000204160,1,27025788,ENSG00000175048,6,157722545,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000158246,1,27211914,ENSG00000112773,6,82519210,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000142765,1,27541100,ENSG00000164674,6,158991034,Ohno,None,None,Ohno,None,None
ENSG00000142733,1,27565970,ENSG00000197442,6,137155349,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000181773,1,27591739,ENSG00000146360,6,110406991,Ohno,None,None,None,None,None
ENSG00000158195,1,27689256,ENSG00000112290,6,110607900,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000000938,1,27834314,ENSG00000010810,6,112301320,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000000938,1,27834314,ENSG00000111816,6,116488614,None,None,Ohno,None,None,None
ENSG00000117758,1,27972281,ENSG00000079950,6,132875928,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000130768,1,28134091,ENSG00000172594,6,123152120,Ohno,None,None,Ohno,Ohno,Ohno
ENSG00000158161,1,28287702,ENSG00000112319,6,133604188,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000130766,1,28458593,ENSG00000080546,6,109521970,Ohno,Ohno,None,None,Ohno,Ohno
ENSG00000204138,1,28568680,ENSG00000112419,6,143971010,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000116329,1,29011241,ENSG00000112038,6,154402136,Ohno,None,Ohno,Ohno,Ohno,None
ENSG00000159023,1,29086215,ENSG00000079819,6,131426017,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000060656,1,29435634,ENSG00000152894,6,128883453,Ohno,Ohno,None,None,None,None
ENSG00000084628,1,31484986,ENSG00000188580,6,124166985,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000121769,1,31618510,ENSG00000164434,6,123142345,Ohno,Ohno,None,None,Ohno,Ohno
ENSG00000168528,1,31654999,ENSG00000111897,6,122948968,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000142910,1,31814700,ENSG00000137251,6,54280723,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000121764,1,31855888,ENSG00000137252,6,55147025,Ohno,Ohno,Ohno,Ohno,None,None
ENSG00000121753,1,32002528,ENSG00000135298,6,69401980,Ohno,None,Ohno,None,None,Ohno
ENSG00000184007,1,32176575,ENSG00000112245,6,64339879,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000121774,1,32252078,ENSG00000112232,6,63054091,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000025800,1,32346231,ENSG00000196911,6,117109043,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000084652,1,32417874,ENSG00000164440,6,139654849,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000160050,1,32438789,ENSG00000024862,6,139136350,Ohno,None,Ohno,Ohno,Ohno,None
ENSG00000182866,1,32489427,ENSG00000111816,6,116488614,None,None,Ohno,None,None,None
ENSG00000182866,1,32489427,ENSG00000010810,6,112301320,None,None,Ohno,None,Ohno,Ohno
ENSG00000116478,1,32530295,ENSG00000196591,6,114399047,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000189280,1,34993235,ENSG00000164411,6,88089496,None,Ohno,None,None,None,None
ENSG00000189280,1,34993235,ENSG00000135355,6,90660909,Ohno,None,None,None,None,None
ENSG00000189433,1,34997929,ENSG00000164411,6,88089496,None,Ohno,None,None,None,None
ENSG00000188910,1,35019377,ENSG00000164411,6,88089496,None,Ohno,None,None,None,None
ENSG00000187513,1,35031186,ENSG00000135355,6,90660909,None,Ohno,None,None,None,None
ENSG00000187513,1,35031186,ENSG00000152661,6,121798444,Ohno,Ohno,None,None,None,None
ENSG00000163867,1,35270156,ENSG00000197202,6,28663091,None,Ohno,None,None,None,None
ENSG00000142687,1,35795591,ENSG00000137261,6,24754362,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000116819,1,35811558,ENSG00000137203,6,10527783,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000116819,1,35811558,ENSG00000008197,6,50789216,None,None,None,None,Ohno,Ohno
ENSG00000116819,1,35811558,ENSG00000008196,6,50894398,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000171812,1,36363408,ENSG00000124749,6,56366851,None,None,Ohno,None,None,None
ENSG00000171812,1,36363408,ENSG00000112280,6,71069494,None,None,Ohno,None,None,None
ENSG00000054116,1,36387685,ENSG00000173626,6,116973370,None,None,None,None,None,Ohno
ENSG00000163873,1,37272431,ENSG00000164418,6,101953385,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000163874,1,37712753,ENSG00000178199,6,149847890,Ohno,None,None,Ohno,Ohno,Ohno
ENSG00000169218,1,37873182,ENSG00000146374,6,127481749,Ohno,None,Ohno,Ohno,None,None
ENSG00000183317,1,38003411,ENSG00000135333,6,94185993,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000185090,1,38032361,ENSG00000172469,6,96132134,None,None,Ohno,Ohno,Ohno,None
ENSG00000183386,1,38243821,ENSG00000112214,6,97117156,Ohno,Ohno,Ohno,Ohno,None,None
ENSG00000185668,1,38285053,ENSG00000204531,6,31246430,None,Ohno,None,None,None,None
ENSG00000185668,1,38285053,ENSG00000184486,6,99389301,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000116954,1,39097927,ENSG00000025039,6,90178714,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000131233,1,39119856,ENSG00000152661,6,121798444,None,Ohno,None,None,None,None
ENSG00000131233,1,39119856,ENSG00000135355,6,90660909,Ohno,Ohno,None,None,None,None
ENSG00000174574,1,39229504,ENSG00000135334,6,88468645,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000127603,1,39322426,ENSG00000151914,6,56927363,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000183682,1,39729905,ENSG00000153162,6,7672010,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000183682,1,39729905,ENSG00000112175,6,55848334,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000163909,1,39877935,ENSG00000135547,6,126110503,Ohno,None,Ohno,Ohno,Ohno,None
ENSG00000116985,1,40027120,ENSG00000153162,6,7672010,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000116985,1,40027120,ENSG00000112175,6,55848334,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000131236,1,40278492,ENSG00000112186,6,17501715,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000117000,1,40399628,ENSG00000188994,6,87921988,None,None,Ohno,None,None,None
ENSG00000084070,1,40612315,ENSG00000112305,6,71434200,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000117013,1,41022271,ENSG00000185760,6,73388241,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000010803,1,41480375,ENSG00000146285,6,108252214,None,Ohno,None,None,Ohno,None
ENSG00000204060,1,41600181,ENSG00000118689,6,108987719,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000127124,1,42156965,ENSG00000010818,6,143308031,None,None,Ohno,None,Ohno,Ohno
ENSG00000127124,1,42156965,ENSG00000095951,6,12120557,None,None,Ohno,None,Ohno,Ohno
ENSG00000066322,1,43606286,ENSG00000197977,6,11152610,None,None,None,None,None,Ohno
ENSG00000137968,1,75849389,ENSG00000204385,6,31954802,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000153904,1,85703411,ENSG00000213722,6,31806019,Ohno,None,None,Ohno,Ohno,None
ENSG00000171502,1,86394709,ENSG00000204248,6,33268254,None,None,None,Ohno,Ohno,Ohno
ENSG00000137948,1,92187516,ENSG00000204256,6,33044415,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000143033,1,93317431,ENSG00000112511,6,33486772,Ohno,Ohno,Ohno,None,Ohno,None
ENSG00000198162,1,117711594,ENSG00000111885,6,119712625,Ohno,Ohno,None,None,None,None
ENSG00000183508,1,117950127,ENSG00000112773,6,82519210,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000092607,1,119333702,ENSG00000112837,6,85530673,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000143140,1,145712108,ENSG00000152661,6,121798444,Ohno,Ohno,None,None,None,None
ENSG00000143140,1,145712108,ENSG00000135355,6,90660909,None,Ohno,None,None,None,None
ENSG00000121634,1,145841560,ENSG00000135355,6,90660909,None,Ohno,None,None,None,None
ENSG00000121634,1,145841560,ENSG00000152661,6,121798444,Ohno,Ohno,None,None,None,None
ENSG00000183598,1,148051860,ENSG00000112727,6,26358812,None,None,None,None,None,Ohno
ENSG00000183941,1,148070856,ENSG00000198558,6,27949267,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000183941,1,148070856,ENSG00000198339,6,27215055,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000183941,1,148070856,ENSG00000124529,6,26135459,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000183941,1,148070856,ENSG00000198518,6,26312817,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000183941,1,148070856,ENSG00000198327,6,26348540,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000183941,1,148070856,ENSG00000188987,6,26297283,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000183941,1,148070856,ENSG00000158406,6,26393741,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000183941,1,148070856,ENSG00000197061,6,26212083,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000183941,1,148070856,ENSG00000197238,6,27899863,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000183941,1,148070856,ENSG00000197914,6,27907284,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000203811,1,148079389,ENSG00000112727,6,26358812,None,None,None,None,None,Ohno
ENSG00000203852,1,148090805,ENSG00000112727,6,26358812,None,None,None,None,None,Ohno
ENSG00000182217,1,148099338,ENSG00000197061,6,26212083,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000182217,1,148099338,ENSG00000197914,6,27907284,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000182217,1,148099338,ENSG00000198558,6,27949267,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000182217,1,148099338,ENSG00000197238,6,27899863,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000182217,1,148099338,ENSG00000188987,6,26297283,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000182217,1,148099338,ENSG00000198327,6,26348540,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000182217,1,148099338,ENSG00000158406,6,26393741,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000182217,1,148099338,ENSG00000198518,6,26312817,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000182217,1,148099338,ENSG00000198339,6,27215055,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000182217,1,148099338,ENSG00000124529,6,26135459,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000184678,1,148124826,ENSG00000185130,6,27883688,Ohno,None,None,None,None,Ohno
ENSG00000184678,1,148124826,ENSG00000196374,6,27890801,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000184678,1,148124826,ENSG00000146047,6,25835116,Ohno,None,None,None,None,None
ENSG00000184270,1,148126090,ENSG00000180573,6,26232352,None,None,None,None,Ohno,None
ENSG00000163113,1,148249310,ENSG00000118503,6,138230274,Ohno,None,None,None,None,None
ENSG00000118217,1,160002708,ENSG00000213676,6,32204008,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000162733,1,160868852,ENSG00000204580,6,30956784,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000185630,1,162795684,ENSG00000204304,6,32265941,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000143171,1,163681054,ENSG00000204231,6,33276410,None,None,Ohno,None,None,None
ENSG00000213064,1,166461812,ENSG00000198818,6,166676018,Ohno,Ohno,None,None,Ohno,None
ENSG00000143178,1,166516902,ENSG00000164458,6,166502121,Ohno,Ohno,None,None,Ohno,None
ENSG00000075391,1,176330253,ENSG00000197283,6,33495919,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000143344,1,181871831,ENSG00000204218,6,33374716,None,None,None,Ohno,None,Ohno
ENSG00000121481,1,183281174,ENSG00000204227,6,33284255,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000162630,1,191422365,ENSG00000204222,6,33352895,None,None,None,None,None,Ohno
ENSG00000151418,1,196776698,ENSG00000213760,6,31622606,None,None,Ohno,None,None,Ohno
ENSG00000143839,1,202402088,ENSG00000096088,6,41823099,None,None,None,Ohno,None,None
ENSG00000117280,1,204011200,ENSG00000118508,6,146906521,None,None,None,None,None,Ohno
ENSG00000196188,1,204484082,ENSG00000096088,6,41823099,Ohno,None,None,Ohno,None,None
ENSG00000082482,1,213245508,ENSG00000095981,6,39398294,Ohno,Ohno,None,None,None,Ohno
ENSG00000082482,1,213245508,ENSG00000164626,6,39305229,Ohno,None,None,None,Ohno,None
ENSG00000082482,1,213245508,ENSG00000124780,6,39390214,Ohno,None,None,Ohno,Ohno,None
ENSG00000196482,1,215377720,ENSG00000091831,6,152053324,None,None,None,None,None,Ohno
ENSG00000203697,1,221920016,ENSG00000137225,6,44234526,None,Ohno,None,None,None,None
ENSG00000162909,1,221966877,ENSG00000137225,6,44234526,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000196187,1,224136671,ENSG00000137216,6,44203354,None,None,Ohno,Ohno,Ohno,None
ENSG00000135773,1,228949753,ENSG00000137225,6,44234526,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000135750,1,231816373,ENSG00000164626,6,39305229,Ohno,None,None,None,None,None
ENSG00000135750,1,231816373,ENSG00000124780,6,39390214,Ohno,None,None,None,None,None
ENSG00000135750,1,231816373,ENSG00000095981,6,39398294,Ohno,None,None,None,None,None
ENSG00000054277,1,239870324,ENSG00000124818,6,47857757,Ohno,None,None,None,None,None
ENSG00000162572,1,1204310,ENSG00000213199,7,150376780,None,None,None,None,Ohno,None
ENSG00000078369,1,1812355,ENSG00000172354,7,100109311,None,None,None,None,None,Ohno
ENSG00000130762,1,3361100,ENSG00000204959,7,143622189,None,None,None,None,Ohno,None
ENSG00000130762,1,3361100,ENSG00000050327,7,143683366,None,None,None,None,Ohno,None
ENSG00000171608,1,9634377,ENSG00000105851,7,106293160,None,None,None,None,None,Ohno
ENSG00000083444,1,11917333,ENSG00000106397,7,100647731,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000132906,1,15723527,ENSG00000106144,7,142695524,None,None,None,None,None,Ohno
ENSG00000186510,1,16220953,ENSG00000188037,7,142723341,Ohno,None,None,None,None,None
ENSG00000184908,1,16242834,ENSG00000188037,7,142723341,Ohno,Ohno,None,None,None,None
ENSG00000142627,1,16355151,ENSG00000106123,7,142262914,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000142627,1,16355151,ENSG00000196411,7,100263079,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000142627,1,16355151,ENSG00000146904,7,142816107,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000142632,1,16411691,ENSG00000204959,7,143622189,None,None,None,Ohno,Ohno,None
ENSG00000142632,1,16411691,ENSG00000050327,7,143683366,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000070886,1,22762591,ENSG00000106123,7,142262914,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000070886,1,22762591,ENSG00000146904,7,142816107,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000070886,1,22762591,ENSG00000196411,7,100263079,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000133216,1,22909918,ENSG00000146904,7,142816107,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000133216,1,22909918,ENSG00000196411,7,100263079,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000133216,1,22909918,ENSG00000106123,7,142262914,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000179546,1,23393809,ENSG00000157219,7,154492967,None,Ohno,None,None,None,None
ENSG00000175793,1,27062240,ENSG00000170027,7,75826252,None,None,None,Ohno,None,None
ENSG00000025800,1,32346231,ENSG00000185467,7,98643025,None,None,None,None,None,Ohno
ENSG00000116525,1,33420229,ENSG00000178809,7,74862839,None,None,None,Ohno,None,None
ENSG00000116525,1,33420229,ENSG00000146833,7,99355115,None,None,Ohno,None,None,None
ENSG00000163867,1,35270156,ENSG00000221909,7,98983966,None,Ohno,None,None,None,None
ENSG00000183317,1,38003411,ENSG00000196411,7,100263079,None,None,Ohno,None,None,Ohno
ENSG00000164007,1,42978512,ENSG00000106404,7,100668821,None,Ohno,None,None,None,None
ENSG00000116299,1,109458056,ENSG00000164659,7,86409332,Ohno,Ohno,Ohno,Ohno,None,Ohno
ENSG00000143028,1,109810623,ENSG00000008282,7,105540293,None,None,Ohno,Ohno,None,None
ENSG00000162650,1,109828084,ENSG00000146776,7,105310263,Ohno,Ohno,Ohno,Ohno,None,None
ENSG00000065135,1,109892824,ENSG00000127955,7,79602076,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000168710,1,110328831,ENSG00000158467,7,128652100,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000143093,1,110375722,ENSG00000128578,7,128861536,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000162777,1,111548554,ENSG00000146966,7,139986814,Ohno,None,None,Ohno,Ohno,Ohno
ENSG00000171385,1,112333300,ENSG00000184408,7,119701923,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000143079,1,112740383,ENSG00000077063,7,117300797,None,None,None,None,Ohno,Ohno
ENSG00000134245,1,112810686,ENSG00000105989,7,116750579,Ohno,Ohno,Ohno,Ohno,None,None
ENSG00000116489,1,112963306,ENSG00000198898,7,116289799,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000007341,1,112963563,ENSG00000004866,7,116380528,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000081026,1,113734998,ENSG00000187391,7,78920572,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000116793,1,114103621,ENSG00000006576,7,77266058,Ohno,Ohno,None,Ohno,Ohno,None
ENSG00000081019,1,114156593,ENSG00000187257,7,77163679,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000163349,1,114203267,ENSG00000064393,7,139123984,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000134242,1,114215857,ENSG00000127947,7,77004351,None,None,Ohno,Ohno,None,Ohno
ENSG00000197323,1,114855304,ENSG00000122779,7,137795619,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000175984,1,115014255,ENSG00000146966,7,139986814,Ohno,None,None,Ohno,Ohno,Ohno
ENSG00000134249,1,120240641,ENSG00000222016,7,87401717,Ohno,None,None,None,None,None
ENSG00000134249,1,120240641,ENSG00000222010,7,87401717,Ohno,None,None,None,None,None
ENSG00000134249,1,120240641,ENSG00000008277,7,87401638,Ohno,None,None,None,None,None
ENSG00000134249,1,120240641,ENSG00000222045,7,87401717,Ohno,None,None,None,None,None
ENSG00000170075,1,200358652,ENSG00000170775,7,124192917,Ohno,None,Ohno,None,None,None
ENSG00000170382,1,202921220,ENSG00000173114,7,110518298,Ohno,None,Ohno,None,Ohno,None
ENSG00000163531,1,203064446,ENSG00000091129,7,107884062,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000174502,1,204179211,ENSG00000170615,7,102873834,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000174502,1,204179211,ENSG00000091138,7,107230888,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000174502,1,204179211,ENSG00000091137,7,107088316,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000076356,1,206484288,ENSG00000221866,7,131911863,Ohno,Ohno,Ohno,None,Ohno,None
ENSG00000117595,1,208046102,ENSG00000128604,7,128365230,None,Ohno,Ohno,Ohno,None,None
ENSG00000154342,1,226261375,ENSG00000105989,7,116750579,None,None,None,None,Ohno,Ohno
ENSG00000133019,1,237858996,ENSG00000181072,7,136203939,None,None,None,None,Ohno,Ohno
ENSG00000054277,1,239870324,ENSG00000128617,7,128203087,None,None,None,None,Ohno,None
ENSG00000162496,1,12600381,ENSG00000121039,8,74369891,None,None,None,None,Ohno,None
ENSG00000179172,1,12831165,ENSG00000184672,8,85604112,None,None,None,None,Ohno,None
ENSG00000074964,1,17738917,ENSG00000104728,8,1759549,Ohno,None,None,None,None,None
ENSG00000204219,1,23623848,ENSG00000187735,8,55097561,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000088280,1,23683285,ENSG00000153317,8,131483399,Ohno,Ohno,None,Ohno,Ohno,None
ENSG00000011009,1,23990233,ENSG00000120992,8,55177130,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000142661,1,24311252,ENSG00000036448,8,1980565,Ohno,None,None,None,None,None
ENSG00000158055,1,24513251,ENSG00000083307,8,102574162,None,None,None,Ohno,Ohno,Ohno
ENSG00000001461,1,24614871,ENSG00000104361,8,99375797,Ohno,Ohno,None,None,None,None
ENSG00000117632,1,26105955,ENSG00000104435,8,80685916,None,None,Ohno,Ohno,Ohno,None
ENSG00000158008,1,26220858,ENSG00000182197,8,119193119,Ohno,None,Ohno,None,None,Ohno
ENSG00000158014,1,26245191,ENSG00000164756,8,118032399,Ohno,Ohno,None,None,Ohno,Ohno
ENSG00000158022,1,26266708,ENSG00000147573,8,67201832,Ohno,Ohno,Ohno,None,None,None
ENSG00000175793,1,27062240,ENSG00000164924,8,102034745,Ohno,Ohno,Ohno,Ohno,None,None
ENSG00000000938,1,27834314,ENSG00000136573,8,11388930,None,None,Ohno,None,Ohno,Ohno
ENSG00000000938,1,27834314,ENSG00000147507,8,56954948,None,None,Ohno,None,Ohno,Ohno
ENSG00000117758,1,27972281,ENSG00000171045,8,143482444,None,None,None,Ohno,None,None
ENSG00000158156,1,28159091,ENSG00000221947,8,71755848,None,Ohno,None,Ohno,Ohno,Ohno
ENSG00000158156,1,28159091,ENSG00000171044,8,11096258,None,Ohno,None,None,Ohno,Ohno
ENSG00000158156,1,28159091,ENSG00000206579,8,56177571,None,Ohno,None,None,Ohno,Ohno
ENSG00000158161,1,28287702,ENSG00000104313,8,72437021,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000198492,1,28935723,ENSG00000185728,8,64243675,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000116329,1,29011241,ENSG00000082556,8,54326747,None,None,Ohno,Ohno,Ohno,None
ENSG00000116329,1,29011241,ENSG00000183729,8,54013546,None,None,None,Ohno,Ohno,None
ENSG00000084628,1,31484986,ENSG00000185942,8,63324187,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000121769,1,31618510,ENSG00000170323,8,82558023,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000121769,1,31618510,ENSG00000164687,8,82355326,None,Ohno,Ohno,None,Ohno,None
ENSG00000121769,1,31618510,ENSG00000197416,8,82606105,Ohno,Ohno,Ohno,None,Ohno,None
ENSG00000121769,1,31618510,ENSG00000205186,8,82536313,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000121769,1,31618510,ENSG00000147588,8,82522274,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000121753,1,32002528,ENSG00000181790,8,143542379,Ohno,None,Ohno,Ohno,None,Ohno
ENSG00000184007,1,32176575,ENSG00000184489,8,142501189,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000121774,1,32252078,ENSG00000131773,8,136538890,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000182866,1,32489427,ENSG00000147507,8,56954948,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000182866,1,32489427,ENSG00000136573,8,11388930,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000121905,1,33124685,ENSG00000104490,8,103206311,Ohno,None,None,None,None,Ohno
ENSG00000116514,1,33203001,ENSG00000034677,8,101391503,Ohno,None,Ohno,Ohno,None,Ohno
